deal_id,lead_id,deal_created_date,stage,amount,is_closed,is_closed_won,close_date
D00043,L000751,2025-03-15,Closed Lost,41750,true,false,2025-07-20
D00263,L004160,2025-10-31,Closed Lost,61250,true,false,2026-01-20
D00007,L000110,2025-01-23,Closed Lost,24500,true,false,2025-03-29
D00087,L001353,2025-04-24,Closed Lost,36250,true,false,2025-07-06
D00269,L004218,2025-11-06,Closed Won,44000,true,true,2026-01-03
D00133,L001932,2025-06-01,Closed Lost,15250,true,false,2025-08-11
D00284,L004508,2025-12-04,Closed Lost,37750,true,false,2026-03-11
D00267,L004180,2025-10-30,Closed Lost,57500,true,false,2026-01-28
D00049,L000790,2025-02-12,Closed Lost,53500,true,false,2025-03-30
D00001,L000035,2025-01-29,Closed Lost,20750,true,false,2025-05-26
D00467,L008077,2026-07-08,Discovery,39500,false,false,
D00471,L008103,2026-06-28,Negotiation,28250,false,false,
D00190,L002796,2025-08-15,Closed Won,39750,true,true,2025-10-09
D00441,L007539,2026-05-20,Discovery,37000,false,false,
D00103,L001613,2025-05-03,Closed Lost,18250,true,false,2025-07-28
D00371,L006392,2026-04-03,Proposal,14250,false,false,
D00169,L002403,2025-06-23,Closed Won,30500,true,true,2025-08-08
D00357,L006120,2026-03-12,Closed Lost,62500,true,false,2026-05-07
D00076,L001217,2025-03-29,Closed Lost,49500,true,false,2025-07-09
D00083,L001344,2025-05-03,Closed Won,13500,true,true,2025-06-02
D00311,L005192,2026-01-17,Closed Won,40500,true,true,2026-04-19
D00401,L006934,2026-05-16,Negotiation,39750,false,false,
D00296,L004804,2026-01-14,Closed Won,16500,true,true,2026-03-14
D00192,L002818,2025-07-16,Closed Lost,63750,true,false,2025-11-01
D00271,L004241,2025-10-24,Closed Lost,70250,true,false,2025-12-11
D00052,L000795,2025-02-06,Closed Lost,74000,true,false,2025-03-09
D00341,L005635,2026-02-14,Closed Lost,77250,true,false,2026-04-06
D00035,L000674,2025-03-07,Closed Lost,53250,true,false,2025-04-07
D00370,L006364,2026-03-20,Closed Lost,33250,true,false,2026-04-26
D00168,L002396,2025-07-01,Closed Won,42000,true,true,2025-09-02
D00225,L003371,2025-09-02,Closed Won,74000,true,true,2025-10-15
D00475,L008117,2026-07-12,Negotiation,10250,false,false,
D00490,,2025-08-10,Closed Lost,56750,true,false,2025-10-03
D00167,L002372,2025-07-05,Closed Lost,24500,true,false,2025-08-15
D00201,L002898,2025-08-15,Closed Won,74500,true,true,2025-10-20
D00335,L005565,2026-01-19,Closed Lost,56500,true,false,2026-04-18
D00245,L003737,2025-09-23,Closed Won,67250,true,true,2025-12-25
D00366,L006302,2026-03-17,Closed Won,16500,true,true,2026-05-22
D00287,L004680,2025-11-26,Closed Won,76000,true,true,2026-02-06
D00141,L001997,2025-05-15,Closed Lost,57500,true,false,2025-07-14
D00268,L004183,2025-10-27,Closed Lost,12500,true,false,2026-02-03
D00264,L004167,2025-10-24,Closed Lost,9750,true,false,2026-01-25
D00459,L007851,2026-06-20,Proposal,15750,false,false,
D00336,L005589,2026-01-09,Closed Lost,9750,true,false,2026-04-11
D00219,L003335,2025-08-30,Closed Lost,77750,true,false,2026-01-13
D00210,L003135,2025-08-13,Closed Lost,28500,true,false,2025-10-21
D00301,L004832,2026-01-09,Closed Lost,41500,true,false,2026-02-09
D00150,L002066,2025-06-10,Closed Won,35750,true,true,2025-08-20
D00208,L003048,2025-08-13,Closed Lost,49000,true,false,2025-09-19
D00128,L001855,2025-05-21,Closed Lost,12000,true,false,2025-07-29
D00072,L001175,2025-03-10,Closed Lost,55250,true,false,2025-06-08
D00385,L006669,2026-04-03,Closed Won,22000,true,true,2026-06-16
D00434,L007419,2026-06-13,Proposal,40000,false,false,
D00431,L007356,2026-05-20,Discovery,45500,false,false,
D00417,L007237,2026-05-17,Closed Lost,13500,true,false,2026-06-07
D00247,L003752,2025-10-13,Closed Lost,56000,true,false,2026-01-08
D00260,L004130,2025-10-23,Closed Lost,30250,true,false,2025-12-08
D00315,L005252,2025-12-24,Closed Won,65250,true,true,2026-03-07
D00440,L007537,2026-05-22,Evaluation,62250,false,false,
D00002,L000060,2025-01-21,Closed Lost,15750,true,false,2025-04-16
D00398,L006813,2026-04-16,Closed Lost,34750,true,false,2026-06-10
D00473,L008114,2026-06-17,Evaluation,67500,false,false,
D00066,L001120,2025-04-18,Closed Lost,42750,true,false,2025-07-30
D00170,L002412,2025-07-14,Closed Won,36750,true,true,2025-09-02
D00338,L005609,2026-02-13,Closed Won,67250,true,true,2026-03-20
D00019,L000407,2025-01-30,Closed Lost,52000,true,false,2025-04-29
D00387,L006684,2026-05-10,Evaluation,29000,false,false,
D00046,L000780,2025-02-20,Closed Lost,50250,true,false,2025-05-13
D00138,L001980,2025-05-07,Closed Lost,36750,true,false,2025-08-19
D00350,L005812,2026-03-11,Closed Lost,10500,true,false,2026-04-02
D00206,L003029,2025-08-31,Closed Lost,26000,true,false,2025-09-23
D00039,L000702,2025-02-26,Closed Lost,24500,true,false,2025-04-29
D00377,L006551,2026-04-17,Closed Lost,38000,true,false,2026-06-29
D00199,L002879,2025-07-28,Closed Lost,23000,true,false,2025-09-20
D00216,L003313,2025-08-20,Closed Lost,19500,true,false,2025-11-25
D00015,L000328,2025-01-25,Closed Lost,28500,true,false,2025-04-29
D00237,L003692,2025-10-01,Closed Won,10500,true,true,2025-12-21
D00373,L006432,2026-03-10,Closed Won,43500,true,true,2026-06-17
D00096,L001501,2025-05-09,Closed Lost,22250,true,false,2025-08-29
D00351,L005818,2026-02-28,Closed Lost,66500,true,false,2026-05-08
D00082,L001336,2025-04-29,Closed Won,37250,true,true,2025-06-05
D00261,L004146,2025-10-25,Closed Lost,32750,true,false,2026-02-04
D00227,L003455,2025-10-14,Closed Won,71500,true,true,2025-12-03
D00044,L000752,2025-03-14,Closed Lost,43750,true,false,2025-05-22
D00339,L005615,2026-01-26,Closed Lost,19750,true,false,2026-03-14
D00494,,2025-03-11,Closed Won,15000,true,true,2025-07-17
D00148,L002031,2025-05-05,Closed Lost,72000,true,false,2025-10-13
D00509,,2025-10-10,Closed Lost,61500,true,false,2025-12-05
D00091,L001373,2025-05-06,Closed Won,51000,true,true,2025-06-03
D00433,L007396,2026-05-28,Proposal,12000,false,false,
D00134,L001941,2025-05-15,Closed Lost,9500,true,false,2025-07-09
D00312,L005210,2025-12-30,Closed Won,85250,true,true,2026-03-07
D00388,L006703,2026-04-18,Proposal,18500,false,false,
D00013,L000316,2025-02-18,Closed Won,65250,true,true,2025-06-04
D00407,L007070,2026-05-13,Proposal,27250,false,false,
D00204,L003003,2025-09-15,Closed Lost,31750,true,false,2025-11-27
D00122,L001784,2025-06-13,Closed Lost,21250,true,false,2025-07-14
D00137,L001975,2025-05-08,Closed Lost,28500,true,false,2025-08-07
D00363,L006202,2026-02-24,Closed Lost,40250,true,false,2026-05-06
D00188,L002779,2025-07-26,Closed Lost,65750,true,false,2025-09-24
D00233,L003619,2025-09-19,Closed Lost,14750,true,false,2025-12-02
D00124,L001798,2025-05-18,Closed Lost,30750,true,false,2025-07-09
D00352,L005825,2026-03-16,Closed Lost,53000,true,false,2026-05-04
D00496,,2025-12-21,Closed Lost,20500,true,false,2026-03-22
D00157,L002165,2025-07-01,Closed Lost,39250,true,false,2025-07-27
D00324,L005371,2026-01-30,Closed Lost,70750,true,false,2026-04-04
D00055,L000906,2025-04-03,Closed Lost,65250,true,false,2025-05-06
